Date,New Doses: Residents,New Doses: Non-residents,New Partial Doses: Residents,New Partial Doses: Non-Residents,New Full Doses: Residents,New Full Doses: Non-residents,Cumulative Partial Doses: Residents,Cumulative Full Doses: Residents,Cumulative Partial Doses: Non-Residents,Cumulative Full Doses: Non-residents,Total Delivered,Doses Delivered: District Allocation,Doses Delivered: Federal Partnership,Doses Administered: District Allocation,Doses Administered: Federal Partnership,Ward 1,Ward 2,Ward 3,Ward 4,Ward 5,Ward 6,Ward 7,Ward 8,All Wards,Ward 1 65+,Ward 2 65+,Ward 3 65+,Ward 4 65+,Ward 5 65+,Ward 6 65+,Ward 7 65+,Ward 8 65+,Ward 1 65+ Partial,Ward 2 65+ Partial,Ward 3 65+ Partial,Ward 4 65+ Partial,Ward 5 65+ Partial,Ward 6 65+ Partial,Ward 7 65+ Partial,Ward 8 65+ Partial,All Wards 65+ Partial,Partially Vaccinated: 12-15,Partially Vaccinated: 16-19,Partially Vaccinated: 20-44,Partially Vaccinated: 46-64,Partially Vaccinated: 65+,Fully Vaccinated: 12-15,Fully Vaccinated: 16-19,Fully Vaccinated: 20-44,Fully Vaccinated: 46-64,Fully Vaccinated: 65+,Partially Vaccinated: Hispanic,Partially Vaccinated: Non-hispanic,Partially Vaccinated: Unknown Ethnicity,Fully Vaccinated: Hispanic,Fully Vaccinated: Non-hispanic,Fully Vaccinated: Unknown Ethnicity,Partially Vaccinated: White,Partially Vaccinated: Black,Partially Vaccinated: Asian,Partially Vaccinated: American Indian or Alaska Native,Partially Vaccinated: Native Hawaiian or Other Pacific Islander,Partially Vaccinated: Other Race,Partially Vaccinated: Unknown Race,Fully Vaccinated: White,Fully Vaccinated: Black,Fully Vaccinated: Asian,Fully Vaccinated: American Indian or Alaska Native,Fully Vaccinated: Native Hawaiian or Other Pacific Islander,Fully Vaccinated: Other Race,Fully Vaccinated: Unknown Race,16th St Heights,Cathedral Heights,Chevy Chase,Chinatown,Columbia Heights,Congress Heights/Shipley,DC Medical Center,Douglass,Eastland Gardens,Edgewood,Forest Hills,Adams Morgan,Fort Dupont,Fort Lincoln/Gateway,Georgetown,Georgetown East,GWU,Hill East,Historic Anacostia,Kent/Palisades,Kingman Park,Lamond Riggs,Barnaby Woods,Lincoln Heights,Logan Circle/Shaw,Marshall Heights,Michigan Park,Mount Pleasant,National Mall,Naval Station & Air Force,Naylor/Hillcrest,Petworth,Saint Elizabeths,Bellevue,Shepherd Park,South Columbia Heights,Stadium Armory,SW/Waterfront,Tenleytown,Trinidad,Twining,U St/Pleasant Plains,Union Station,Washington Highlands,Bloomingdale,Woodley Park,Woodridge,Brentwood,Brightwood,Brightwood Park,Capitol Hill,16th St Heights 65+,Cathedral Heights 65+,Chevy Chase 65+,Chinatown 65+,Columbia Heights 65+,Congress Heights/Shipley 65+,DC Medical Center 65+,Douglass 65+,Eastland Gardens 65+,Edgewood 65+,Forest Hills 65+,Adams Morgan 65+,Fort Dupont 65+,Fort Lincoln/Gateway 65+,Georgetown 65+,Georgetown East 65+,GWU 65+,Hill East 65+,Historic Anacostia 65+,Kent/Palisades 65+,Kingman Park 65+,Lamond Riggs 65+,Barnaby Woods 65+,Lincoln Heights 65+,Logan Circle/Shaw 65+,Marshall Heights 65+,Michigan Park 65+,Mount Pleasant 65+,National Mall 65+,Naval Station & Air Force 65+,Naylor/Hillcrest 65+,Petworth 65+,Saint Elizabeths 65+,Bellevue 65+,Shepherd Park 65+,South Columbia Heights 65+,Stadium Armory 65+,SW/Waterfront 65+,Tenleytown 65+,Trinidad 65+,Twining 65+,U St/Pleasant Plains 65+,Union Station 65+,Washington Highlands 65+,Bloomingdale 65+,Woodley Park 65+,Woodridge 65+,Brentwood 65+,Brightwood 65+,Brightwood Park 65+,Capitol Hill 65+
4/25/21,3605,1202,2122,704,1486,499,267468,164825,85032,59029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/21,5619,1063,2545,528,3075,538,270013,167900,85560,59567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/21,4299,936,2255,470,2078,477,272268,169978,86030,60044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/21,5939,1406,2183,636,3790,793,274451,173768,86666,60837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/21,6897,1417,2968,699,3981,748,277419,177749,87365,61585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/21,6261,1485,2637,732,3669,775,280056,181418,88097,62360,,504060,231940,441173,92558,18848,18126,23267,23153,22168,27103,13452,11040,158029,4168,4688,9576,8182,6478,5570,5188,3683,,,,,,,,,61357,,2824,55996,26130,13914,0,1708,64849,43493,47443,9494,55463,33916,10152,100892,46452,35125,22926,,,,26895,13927,57257,47146,,,,36196,16897,5045,4854,2018,4926,5309,1567,296,1141,1696,2092,3236,5843,2294,2635,1145,4287,2262,2452,1647,4903,3784,3317,2252,2605,6828,2385,3207,2551,14,40,2914,3807,994,1934,2274,2167,23,5825,5245,3125,3332,4266,6476,782,3993,3776,2370,2618,3712,2561,3721,1507,1759,1015,979,1175,522,63,319,597,413,1295,1422,928,1129,405,1587,639,495,419,2150,809,1233,1145,1018,1241,832,1225,670,1,0,1205,984,313,674,1035,410,6,1243,2349,660,1368,767,876,333,787,1414,874,734,1331,731,1211
5/1/21,3524,864,1763,505,1897,404,281819,183315,88602,62764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/21,1350,512,543,265,901,281,282362,184216,88867,63045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/21,5974,1075,1190,378,4897,736,283552,189113,89245,63781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/21,5512,1234,1123,447,4447,828,284675,193560,89692,64609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/21,5590,1120,1367,478,4278,680,286042,197838,90170,65289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/21,5756,1219,1423,538,4500,800,287465,202338,90708,66089,,535280,248920,455186,104673,20573,19887,24726,24461,23414,29177,14258,11731,169203,4246,4744,9623,8304,6616,5655,5325,3801,,,,,,,,,62048,,3053,55346,25614,13831,0,1943,71390,47056,48217,9806,55552,32493,11524,107528,49559,34145,23033,,,,27364,13309,61826,50175,,,,38268,18342,5335,5254,2110,5370,5877,1653,312,1240,1802,2237,3460,6341,2427,2735,1236,4646,2520,2626,1744,5161,3961,3470,2308,2758,7468,2545,3387,2779,15,41,3064,4062,1060,2055,2370,2370,25,6373,5516,3328,3512,4612,6953,815,4232,4005,2478,2735,3970,2749,3962,1538,1771,1018,995,1210,538,65,331,616,425,1306,1431,952,1149,408,1602,645,502,433,2160,823,1253,1146,1044,1266,857,1244,680,1,0,1230,1007,328,701,1040,425,6,1257,2355,680,1397,780,904,339,810,1417,891,746,1352,755,1215
5/7/21,5755,1171,1113,448,4699,749,288578,207037,91156,66838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/21,3836,679,928,289,2957,409,289506,209994,91445,67247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/21,1249,279,363,182,929,110,289869,210923,91627,67357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/21,3604,597,845,246,2826,384,290714,213749,91873,67741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/21,4104,722,1347,373,2884,383,292061,216633,92246,68124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/21,4891,976,1169,399,3816,633,293230,220449,92645,68757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/21,5778,1019,1964,421,3864,630,295194,224313,93066,69387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/21,6359,1167,1759,539,4645,661,296953,228958,93605,70048,,537280,254030,473460,123849,25833,24889,30014,29543,27538,36951,16819,13778,206679,4670,5255,10907,8450,7114,6427,5870,4181,,,,,,,,,63475,295,3076,44184,20703,9707,2,2747,92754,56585,53768,8998,44806,24168,14927,133259,57673,27279,19895,,,,19417,11381,75066,57681,,,,51210,21902,6560,6534,2562,6839,7615,1949,362,1468,2129,2742,4216,7989,2871,3124,1527,5724,3258,3332,2086,6095,4837,4062,2701,3233,9253,3024,3897,3506,19,56,3588,4928,1251,2385,2812,2952,34,8428,6650,4059,4091,5560,8801,936,4984,4923,2814,3237,4941,3293,4997,1770,1971,1161,1116,1317,595,73,363,659,452,1481,1594,1054,1251,447,1784,722,576,505,2441,933,1368,1319,1117,1393,952,1304,754,1,1,1384,1140,346,748,1205,462,8,1444,2674,755,1569,832,1008,357,873,1644,947,815,1505,864,1409
5/15/21,4419,866,1396,401,3056,479,298349,232014,94006,70527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/21,2063,579,669,218,1450,373,299018,233464,94224,70900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/21,4528,1104,1588,492,2992,639,300606,236456,94716,71539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/21,3718,997,1223,441,2545,579,301829,239001,95157,72118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/21,4064,1054,1433,451,2711,640,303262,241712,95608,72758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/21,3809,819,1113,327,2756,526,304375,244468,95935,73284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/21,3859,974,1289,416,2653,617,305664,247121,96351,73901,,570200,289090,506470,161191,30105,28773,33315,32753,30550,42122,18410,14852,232472,4904,5440,11248,9874,7354,6670,6119,4332,,,,,,,,,64017,2204,,,,8189,1,,,,55828,,,,,,,,,,,,,,,,,,,,,7343,7319,2811,7924,8985,2070,396,1615,2342,3084,4789,9239,3149,3388,1742,6491,3916,3746,2294,6593,5503,4472,2898,3521,10670,3335,4256,4131,21,57,3889,5482,1335,2543,3110,3469,40,9582,7331,4606,4442,6332,10165,986,5616,5539,3065,3575,5559,3634,5603,1850,2024,1206,1142,1375,612,76,377,688,467,1535,1690,1098,1295,456,1838,754,599,526,2500,977,1417,1382,1151,1448,1001,1333,789,1,1,1438,1176,354,766,1280,485,9,1509,2759,795,1643,867,1043,369,897,1701,984,833,1585,893,1450
5/22/21,2516,809,1135,443,1425,392,306799,248546,96794,74293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/21,1311,413,407,155,972,286,307206,249518,96949,74579,,572170,295940,508741,166571,30710,29178,33749,33701,31233,42884,18839,15151,237055,4934,5457,11269,9923,7390,6703,6153,4359,,,,,,,,,64129,2673,3046,30530,15932,8054,2,3770,111916,64305,56075,7736,33443,19066,18582,153422,64068,19330,16749,2591,171,89,12371,8944,87903,65087,9086,866,321,47601,25208,7544,7426,2852,8038,9231,2098,406,1667,2406,3165,4843,9377,3250,3447,1756,6564,3987,3824,2370,6665,5620,4599,2915,3606,10833,3414,4344,4213,21,57,3944,5651,1353,2591,3179,3547,40,9735,7426,4730,4519,6404,10368,999,5734,5600,3110,3659,5781,3779,5693,1860,2030,1208,1146,1387,615,76,380,691,470,1536,1699,1106,1297,456,1842,757,606,530,2503,985,1424,1383,1163,1450,1005,1340,789,1,1,1444,1185,359,771,1283,490,9,1516,2766,802,1648,871,1047,369,901,1705,986,839,1595,904,1454
5/24/21,2526,574,999,280,1568,320,308205,251086,97229,74899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/21,1879,518,842,248,1093,296,309047,252179,97477,75195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/21,2049,509,910,228,1183,297,309957,253362,97705,75492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/21,1941,596,759,341,1253,407,310716,254615,98046,75899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/21,1899,534,827,242,1127,306,311543,255742,98288,76205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/21,992,207,480,124,552,101,312023,256294,98412,76306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/21,497,140,291,78,244,73,312314,256538,98490,76379,,575680,307760,517891,178753,32416,30632,35101,35701,32616,44135,19795,15886,248026,5038,5557,11406,10085,7548,6783,6274,4424,,,,,,,,,64554,3386,,,,7553,3,,,,57001,7273,30553,,20512,159593,,17574,15566,2273,,,,,91065,68724,9649,,,,,7958,7778,2959,8441,9812,2193,426,1772,2554,3311,5056,9869,3446,3580,1824,6841,4235,3938,2492,6890,5784,4872,2994,3808,11386,3604,4567,4424,21,57,4111,5981,1424,2717,3340,3776,41,10013,7693,4958,4673,6690,10604,1035,5951,5810,3228,3830,6256,4048,5784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/21,202,46,86,20,129,27,312400,256667,98510,76406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/21,1782,461,794,247,1046,237,313194,257713,98757,76643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/21,1736,391,773,177,1000,228,313967,258713,98934,76871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/21,2107,482,740,234,1405,260,314707,260118,99168,77131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/21,2129,494,813,251,1369,257,315520,261487,99419,77388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/21,1901,375,811,184,1138,206,316331,262625,99603,77594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/21,825,182,312,112,557,80,316643,263182,99715,77674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,1963,385,841,225,1166,179,317484,264348,99940,77853,,577950,320690,535342,185881,33861,32072,36796,37606,33975,46017,20859,16839,259867,5107,5607,11464,10251,7708,6906,6447,4565,,,,,,,,,65387,3193,2857,26998,13455,7452,1387,5038,123436,70930,57935,7255,29593,17122,22497,167835,68399,16592,14737,2204,172,74,11594,8597,94399,71857,10064,917,355,51136,30003,8384,8183,3123,8862,10304,2310,438,1880,2741,3466,5239,10240,3624,3708,1928,7127,4441,4110,2673,7210,6077,5099,3115,4019,11929,3811,4753,4631,23,61,4291,6265,1509,2884,3498,3979,45,10398,8126,5230,4911,6947,11035,1099,6187,6089,3356,3957,6672,4297,5996,1912,2064,1220,1178,1457,642,80,401,733,495,1567,1745,1166,1351,462,1878,783,631,555,2541,1027,1496,1389,1217,1513,1064,1375,811,2,1,1497,1238,375,799,1311,513,9,1574,2820,858,1715,896,1069,394,938,1727,1038,869,1674,951,1468
6/8/21,1448,368,649,170,839,218,318133,265187,100110,78071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/21,1964,463,876,229,1130,245,319009,266317,100339,78316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/21,1580,367,821,213,804,168,319830,267121,100552,78484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/21,1715,461,646,219,1099,258,320476,268220,100771,78742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/21,1485,389,599,163,931,248,321075,269151,100934,78990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/21,476,130,166,76,337,67,321241,269488,101010,79057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,1546,348,649,184,946,182,321890,270434,101194,79239,,577950,322060,542510,191358,34879,32603,37475,38727,34773,46655,21456,17346,265818,5157,5630,11481,10313,7778,6950,6532,4608,,,,,,,,,65740,2563,2842,25982,12683,7249,3344,5628,127222,73105,58491,6922,28912,15499,24710,175161,67926,,14764,2167,179,62,11412,6603,97776,75968,10592,961,376,53461,28663,8806,8403,3218,9120,10830,2387,450,2000,2857,3601,5379,10510,3771,3817,1965,7258,4551,4204,2810,7399,6203,5280,3220,4210,12262,3987,4960,4883,23,62,4481,6547,1564,3029,3661,4168,48,10654,8444,5493,5119,7135,11220,1152,6340,6271,3450,4103,7066,4549,6103,1923,2073,1224,1193,1484,645,81,410,742,502,1573,1756,1187,1374,462,1885,785,636,568,2548,1035,1508,1390,1245,1530,1087,1385,823,2,1,1516,1263,380,810,1323,525,10,1589,2827,876,1737,905,1079,401,951,1728,1046,880,1697,963,1476
